Japanese,English,label,J-Escore,E-Escore
こんなにいい天気は久しぶりですと地元の人が言っていた。,Local people said that there was no such sunny day for a long time. ,111,0.725247383117676,0.413499057292938
こんなにいい天気は久しぶりですと地元の人が言っていた。,Person of this resion said it is very good weather.,0,0.780705213546753,0.417235821485519
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,Cherry blossoms bloom around the end of March and bloom in early April in this region.,111,0.955903649330139,0.931080937385559
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,cherry blossom start blooming in march and become full in april in this area.,100,0.953307032585144,0.873027205467224
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,"In this area, the cherry blossoms bloom at the end of March and become full bloom in early April.",111,0.964958846569061,0.951200842857361
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,"In this area, cherry blossoms start to bloom in the end of March, and they are in full bloom in the beginning of April.",11,0.954614043235779,0.931125164031982
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,The sakura start blooming at the end of March and it fully blooms at early of April.,10,0.88149094581604,0.701206207275391
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"You are better to stay here for miniuts, it heavy rain outside.",10,0.815858244895935,0.578340113162994
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"Because it rains heavily in outside, you better staying here for a while.",11,0.9082310795784,0.660712003707886
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"Because of heavy rain outside, you should stay here for a while.",111,0.907801568508148,0.625431180000305
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,"It's raining terribly outside, so it is better for you to stay here for a a while.",111,0.906944215297699,0.663640141487122
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,you had better be here because of heavy rain outside.,101,0.880829036235809,0.555627107620239
この頃、天候が変わりやすい。,I think weather is changing reacentlly.,0,0.827781796455383,0.788879156112671
この頃、天候が変わりやすい。,"These days, climate frequently changes.",111,0.906037092208862,0.693295896053314
この頃、天候が変わりやすい。,"Recently, the weather is so changeable.",111,0.945073485374451,0.861576735973358
この頃、天候が変わりやすい。,"Recently, the weather changes easily.",111,0.927109956741333,0.738778948783875
この頃、天候が変わりやすい。,"Recently, It tend to chenge the weather.",10,0.720902323722839,0.487649172544479
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,It has been raining on and off for nearly two weeks since the rainy season began.,111,0.947085440158844,0.966773688793182
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,Rain sometimes in this two weeks ,101,0.88893061876297,0.816504955291748
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"Since rainy season came, it rains repeatedly for two weeks.",11,0.839589595794678,0.814030647277832
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,It rains and stop from enter the rainy season.,1,0.749930739402771,0.79256945848465
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"After entering the Tsuyu, the rain is started or stopped many times for two weeks.",101,0.716068029403687,0.637098729610443
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,Shall we go to take hikking to Okutama if good weather next Sunday?,110,0.797016501426697,0.523781776428223
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,Why don't we go hiking if the weather is fine this Sunday.,11,0.822721242904663,0.639707326889038
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,"When it will be good weather, would you go hiking to Okutama next Sunday.",0,0.830081343650818,0.918673276901245
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,May I go to the hiking in Okutama with you if the wether of the coming Sunnday is fine ?,10,0.687439918518066,0.753661155700684
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,"When shall we do hiking next summer, it will be sunny.",0,0.696881771087647,0.689251065254211
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,Weather forecast says Typhoon will come near to Kyushu area in around midnighit tonight.  ,10,0.909581780433655,0.549919784069061
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to forecast, the typhoon is approaching Kyushu-area around this midnight.",11,0.921139240264893,0.597832679748535
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to the weather forecast, the tayhoon will reach the Kyushu-reagion aroud midnight.",100,0.718809008598328,0.533633410930633
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to weather broadcast, typhoon is near resion in Kyusyu tonight.",11,0.789557695388794,0.695576608181
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,The weather report says that the typhoon will arrive to Kyushu areas around the midnight tonight.,11,0.889667987823486,0.573233366012573
東京の気候は私の故郷よりもはるかに穏やかだ。,It Tokyo is better climet than my home country.,1,0.889730572700501,0.651835203170776
東京の気候は私の故郷よりもはるかに穏やかだ。,The climate of Tokyo is much milder than that of my hometown.,111,0.961197018623352,0.985144793987274
東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is much milder than in my hometown.,111,0.966795802116394,0.99123203754425
東京の気候は私の故郷よりもはるかに穏やかだ。,The climate in Tokyo is milder than that is in my hometown.,111,0.930236101150513,0.979329466819763
東京の気候は私の故郷よりもはるかに穏やかだ。,The wether of Tokyo is more liveable than my local reagion.,0,0.846554279327393,0.58695113658905
今年の冬は例年になく雪が多い。,"This winter, we have much more snow than usual.",111,0.881404638290405,0.95357608795166
今年の冬は例年になく雪が多い。,This winter has a lot of snow.,101,0.885069906711578,0.796303331851959
今年の冬は例年になく雪が多い。,It unprecedentedly snows a lot this year.,111,0.867120921611786,0.579770445823669
今年の冬は例年になく雪が多い。,There is more snow this year than usual.,111,0.887642025947571,0.883425116539001
今年の冬は例年になく雪が多い。,This winter there are a lot of snow rather than other year.,11,0.849145591259003,0.82222330570221
こんなに大雪になったのは20年ぶりだ。,It is heavy snow to become 20 years before.,101,0.849621772766113,0.633944690227508
こんなに大雪になったのは20年ぶりだ。,It's been a 20 years since snowing such a lot.,11,0.933953166007996,0.682260930538178
こんなに大雪になったのは20年ぶりだ。,"The heaviest snowfall in recent 20 years. 
 ",11,0.836951673030853,0.864856123924255
こんなに大雪になったのは20年ぶりだ。,Such large snow is the first time after the large snow twenty years ago.,101,0.887309551239014,0.686039924621582
こんなに大雪になったのは20年ぶりだ。,It have been very snow since 20 years.,10,0.855822026729584,0.640630602836609
道が混んでいてバスが予定より20分も遅れたものですから。,Because bus was late in 20minuites according to traffic jam. ,11,0.926515161991119,0.814631223678589
道が混んでいてバスが予定より20分も遅れたものですから。,The bus was 20 minutes late because the road was crowded.,111,0.960809588432312,0.828293085098267
道が混んでいてバスが予定より20分も遅れたものですから。,"Because of the heavy traffic, the bus was late 20 minites as it scheduled.",101,0.942865967750549,0.776750922203064
道が混んでいてバスが予定より20分も遅れたものですから。,Because the bus was delayed for 20 minitues by the road traffic.,100,0.876740097999573,0.736754179000855
道が混んでいてバスが予定より20分も遅れたものですから。,Because of crowding a way ,0,0.41801592707634,0.143657833337784
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have never ever no accident, even thought I have taking car 30 yarys.",0,0.739748179912567,0.720317542552948
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving a car almost for thirty years, but I have no car accidents fortunately.",11,0.966580152511597,0.83109325170517
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,I fortunately haven't got a car accident for 30 years since I started driving a car.,11,0.927089869976044,0.80001163482666
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving almost 30years, fortunatery I have never had traffic accidents.",10,0.928180694580078,0.892288088798523
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I've been driving a car for almost 30 years, and fortunately I've never had an accident.",11,0.946229100227356,0.945956408977508
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I had shocked to see the nursery kid had bump of truck this trrafic jam this street.,0,0.855328321456909,0.669498920440674
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked that I bumped into the accident which a track drove away a kindergarden student on the cross road in this street.,0,0.71833336353302,0.546127259731293
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked I saw a Kindergarten  child was hit by the track the intersection of this street.,11,0.817601799964905,0.749284863471985
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was very shocked to see that the truck went over the child at the crossroad of this street. ,111,0.877089738845825,0.838311970233917
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked that younger child attacked by track closs road of the way .,0,0.744331061840057,0.70865797996521
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"It shoud make accident, if he were to ride on that train.",0,0.908779561519623,0.82977283000946
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had taken the train, he would have been involved in an accident.",111,0.973250865936279,0.937996864318848
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he was on the train, he would have been in the accident.",111,0.978711187839508,0.990441560745239
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,If he took the train he would got involved in an accident. ,11,0.961284756660461,0.883564352989197
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he ride the train, he might have been involved in the accident.",11,0.962702691555023,0.893808364868164
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes one day to go Osaka from Tokyo by car, but one hour by airplane.",11,0.939947366714478,0.904951930046082
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a whole day from Tokyo to Osaka by car, but it takes an hour by airplane.",111,0.939999163150787,0.915481209754944
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a day from Tokyo to Osaka by car,it takes an hour by plane.",111,0.968330144882202,0.891793608665466
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a day to go to Tokyo from Osaka by car,but it takes an hour by airplane.",101,0.966887474060059,0.919106125831604
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,it cosy a day Tokyo to Osaka by car but a minutes by train.,0,0.828188896179199,0.760689616203308
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I stood all the time because bus and train was very clowed.,0,0.823294222354889,0.793964385986328
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,The trains and buses were so crowded that I have to stand the whole time.,101,0.864115595817566,0.757887721061706
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Because both the train and the bus were crowded, I kept standing all the time.",10,0.839718759059906,0.741265773773193
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I stood for a long time because the train or the bus was very crowdy.,110,0.837345480918884,0.698399662971497
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I was standing all the time because train and bus crowded.,11,0.847205936908722,0.750875949859619
目的地に着いたときは、くたくただった。,"I was so tired,when I arrived at the my destination place.",11,0.917547464370728,0.907138705253601
目的地に着いたときは、くたくただった。,I was tired when I arrived at destination.,111,0.946531891822815,0.925666213035584
目的地に着いたときは、くたくただった。,I was very tired when I arrived at my goal.,111,0.87727701663971,0.759168982505798
目的地に着いたときは、くたくただった。,"When I arrived the destination, I was exhausted.",111,0.858588576316834,0.828659474849701
目的地に着いたときは、くたくただった。,I was very tired when I reached the objective place.,111,0.890872180461883,0.810402929782867
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,I have know idea people`s thinking are valious that hobby as well.,100,0.640990614891052,0.280289649963379
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,People have different ideas. You don't know who has what hobby.,111,0.919386029243469,0.593030750751495
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Everyone has different thoughts. We wouldn't know what hobbies people have.,111,0.874579071998596,0.590639352798462
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,People have different thought. It is not predictable that indivisulas have what kind of hobby.,0,0.815205216407776,0.471888691186905
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,A person is diffirent from thinking.I do not know who have a hobby.,0,0.733111619949341,0.416399329900742
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,"I have having over 2 o`clock, to make me fever reading scorrer novel last night.",0,0.699027419090271,0.303559362888336
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,"I stayed up late until 2 a.m.last night,because I was so absorbed in that detective novel.",111,0.932622313499451,0.57072514295578
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I stayed away by 2am because I was into the mistery novel last night.,0,0.669205725193024,0.360150068998337
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I was absorbed in reading detective novels so I was up till 2am last night.,111,0.891276061534882,0.48789969086647
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,"Last night, I was crazy for the cetective novel, so I stayed up late until 2 am.",110,0.858473539352417,0.470704913139343
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,no ambisious this nobel just mede to read even I have ever read books.,0,0.551097452640533,0.426644116640091
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,I've never been more impressed than the novels I've just read of all the books I've read.,111,0.870141744613647,0.656175434589386
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,This novel that I have just finished reading is the most impressive one among the others that I read so far,101,0.902502298355102,0.792843103408814
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,I have never been impressed so much by all the books I had ever read than the novel I've just finished reading.,11,0.936209976673126,0.626302838325501
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,"Among many books I have read, there is no impressive book rather than the novel which I have just finished reading.",111,0.931032240390778,0.555811285972595
本を読むには、積極的に想像力を働かさなければならないからです。,To read book we must use imagination proactively.,11,0.948442339897156,0.603269755840302
本を読むには、積極的に想像力を働かさなければならないからです。,It is because reading books requires an aggresive imagination.,110,0.913497865200043,0.631512522697449
本を読むには、積極的に想像力を働かさなければならないからです。,Because you need to use your imagination when you read books.,101,0.96040403842926,0.681427478790283
本を読むには、積極的に想像力を働かさなければならないからです。,"To read a book, you need to use your imagination activetly.",0,0.966124653816223,0.692347526550293
本を読むには、積極的に想像力を働かさなければならないからです。,To read a book must be imagine.,0,0.879302024841309,0.610497057437897
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We must not forget that reading is one of cultural heritage to teach the children.,111,0.967839002609253,0.86474621295929
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We shouldn't forget that reading book is one of the cultural heritages that we have to take over to our children.,111,0.956396222114563,0.86248517036438
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,Don't forget reading books is part of cultural heritage we tell children.,111,0.965585052967072,0.823432445526123
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We remember the reading book is the one of the culture heritage which we have to tell our children.,11,0.951048851013184,0.805347681045532
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,Reading a book ,0,0.614920496940613,0.42198634147644
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is very dengerous driving car after drinking 2 bottles vwisky.,0,0.811012387275696,0.594083666801453
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive a car after you drink two bottles of whiskey.,111,0.953160226345062,0.954910218715668
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive a car after drinking two bottles of whisky.,111,0.954422235488892,0.938344597816467
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is degerous to drive the car after drinking two bottles of the whiskey.,10,0.900795876979828,0.828486323356628
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is danger to drive a car opening two wiskey bottles.,10,0.934094309806824,0.818063855171204
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to cram schools to prepare for college entrance exams.,111,0.880654454231262,0.985016047954559
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most of high school students in Japan go to Juku to prepare for entrance exam.,0,0.851647973060608,0.774330377578735
日本の高校生の大半が、大学入試に備えるために塾に行く。,Many Japanese highschool students go to cram school to prepare for university entrance exams.,111,0.865990161895752,0.946402072906494
日本の高校生の大半が、大学入試に備えるために塾に行く。,"Most Japanese high school students, they go to cram school to prepare for college entrance exam.",0,0.859766840934753,0.983801484107971
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to cram schools to prepare for the university entrance exams.,111,0.882445931434631,0.976450681686401
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"I was asked next grandmother,""Where are you going to?"" on the train.",111,0.902238607406616,0.761271595954895
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,I was asked by a elderly woman sitting next seat in the train where I was going to.,0,0.88146960735321,0.929697036743164
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"An old woman sitting next to me in a train, she asked me how far will yo go?",0,0.812329590320587,0.861643075942993
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,I was asked where did you go by the old woman who sat down aside me.,111,0.719402611255646,0.601061463356018
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"I was asked a old mother who I was sitted side by side a train,she said where do you going?",0,0.895545601844788,0.78242290019989
大地震がいつどこで起こるのかは予測不可能だ。,It is noimpposibe to make big earthquork.,0,0.379040956497192,0.145702481269836
大地震がいつどこで起こるのかは予測不可能だ。,It is unexpected that in where big earthquakes occur,1,0.753677785396576,0.606589257717133
大地震がいつどこで起こるのかは予測不可能だ。,We don't know when and where the big earthquake will occur. ,101,0.927850842475891,0.709976315498352
大地震がいつどこで起こるのかは予測不可能だ。,It is not predicable when or where the earthquake occurs. ,110,0.92390787601471,0.687812685966492
大地震がいつどこで起こるのかは予測不可能だ。,It is not expect to cause a huge earthquick.,0,0.627336502075195,0.328484565019608
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,I was worried about that even Tom has made job.,0,0.631199479103088,0.423828572034836
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom said that everything would be all right,but I was so nervous.",111,0.912972271442413,0.800755262374878
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom said that he has confidence that everthing goes well, but I was worried so much.",111,0.82442843914032,0.546445727348328
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,Tom    everything will go well but I worried about that too much.,111,0.907235264778137,0.60117769241333
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Even though Tom said there was no problem, I was very concerned.",101,0.863460183143616,0.629902064800262
僕の発言が彼女を傷つけるなんで思いもしなかった。,"I had no idea,what I said hurt her.",111,0.714345216751099,0.523080229759216
僕の発言が彼女を傷つけるなんで思いもしなかった。,I don't expected I hurt her with my comment .,11,0.871516704559326,0.55250084400177
僕の発言が彼女を傷つけるなんで思いもしなかった。,I didn't even think that what I said hurts her feeling.,10,0.887049198150635,0.647374153137207
僕の発言が彼女を傷つけるなんで思いもしなかった。,I didn't expect my comment might hurt her.,111,0.868687689304352,0.676126778125763
僕の発言が彼女を傷つけるなんで思いもしなかった。,I never expected that my words hurt her.,111,0.854790270328522,0.72464257478714
大学を卒業したら海外で仕事を探すことに決めている。,I have decided to srech for job in abroad after graduate to the Univercity.,0,0.902620911598206,0.617905616760254
大学を卒業したら海外で仕事を探すことに決めている。,I decided to look for a job abroad after I graduate from college.,111,0.932900190353394,0.95911568403244
大学を卒業したら海外で仕事を探すことに決めている。,I dicided when I graduate university  I will find a job overseas. ,10,0.919776737689972,0.788635611534119
大学を卒業したら海外で仕事を探すことに決めている。,"When I graduate university,I will look for a job abroad.",11,0.957860469818115,0.939356327056885
大学を卒業したら海外で仕事を探すことに決めている。,I decide to find a job when I will guraduate college.,0,0.73667585849762,0.643676340579987
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I lived in Canada for three years because of my father's job.",111,0.954597592353821,0.901025652885437
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I have lived in Canada in teenager because of my father's work.,1,0.884797155857086,0.788707375526428
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was teenager, I had lived in Canada for three years due to my father's work.",111,0.957640409469604,0.87732470035553
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I had lived in Canada for three years with my father's job ",111,0.948002934455872,0.887612819671631
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I lived in Canada for three years because of my father's work.",111,0.952670812606812,0.880046367645264
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"Because of internet, sales of personal computer is increasing in this several years .",0,0.936719477176666,0.923938751220703
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In addition to the spread of the Internet, the sales of PC have been increaseing rapidly in the past few years.",111,0.947217166423798,0.854849934577942
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"With the spread of the Internet, sales of computer have been increasing dramatically in the past few days.",11,0.923985242843628,0.904308199882507
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In recent years, with the spread of the internet, sales of personal computers have increased rapidly.",111,0.964905023574829,0.939165472984314
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"Latest years, sales of a computer suddenly incline by spending of internet.",1,0.893514454364777,0.706202745437622
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.",111,0.955791652202606,1.00000011920929
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I take a train in this morning, I can't find vacant seat.",11,0.919922649860382,0.888488173484802
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on a train in this morning, I couldn't find an empty seat.",11,0.949728906154633,0.991540372371674
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I took the train this morning, I didn't find vacancy.",11,0.885179221630096,0.772524118423462
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find a vacant seat.",111,0.959052860736847,0.94856607913971
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I don't wear glasses now, so I don't understand what that sign says.",101,0.740954637527466,0.906193971633911
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,I can't understand the sign because I don't wear eyeglass.,100,0.688078880310059,0.80804967880249
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"Because I don't have my glasses now, I don't know what the poster says.",0,0.742345929145813,0.781770527362824
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"As I don't wear glasses now, I can't read what's on the sign.",100,0.683049619197845,0.848483979701996
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"Now I'm not wearing my glasses,so I can not understand what the sign says.",0,0.744944334030151,0.936952233314514
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"Humans have the ability to express what they think,by five years to six years.",111,0.789564490318298,0.805171012878418
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,They have ability to express what they think in their age of 5 or 6.,0,0.885839343070984,0.763939201831818
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,All human-being acquires an ability to express what they think when 5 to 6 years old.,111,0.892820715904236,0.719632863998413
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"Humans are around 5〜6years old, they have the ability to express what they think.",111,0.866532206535339,0.758767366409302
